,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,10,1910-01-01T00:00:00,1911-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output010,29.431,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/restart010,5.694,Ryan Holmes,2023-09-14T05:14:41,95081143,0,[],normal,5641.23,1.5463888888888888,5645.093856164383,1.5474480593607305,0.007222222222222241,87145.05131414268,15.437307781691032,1495.0400000000373,1824,1455,361,0.089,496.817089,3305.28,550.48,"[48, 40]",roundrobin,30,27,1350,80,1,97781f2f7736fdd552f4a82ff4c6d274ffc101aa,2023-09-14 04:00:29 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 03:42:04: Run 10', 'update run summary']",22320,True,continue
,11,1911-01-01T00:00:00,1912-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output011,29.441,,,Ryan Holmes,2023-09-14T06:49:21,95085266,0,[],normal,5726.35,1.5697222222222222,5730.272157534247,1.5707973744292238,0.008055555555555483,87105.04225352114,15.200856060386965,1515.519999999553,1824,1455,361,0.088,495.713884,3352.84,549.44,"[48, 40]",roundrobin,30,27,1350,80,1,2e3534b090cc7d3642701654ac4a3b775c78731e,2023-09-14 05:34:56 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 05:15:21: Run 11', 'update run summary']",24552,True,continue
,12,1912-01-01T00:00:00,1913-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output012,29.437,,,Ryan Holmes,2023-09-14T08:22:27,95089798,0,[],normal,5631.09,1.543611111111111,5619.550881147541,1.5404479735883425,0.008055555555555705,87097.41783029001,15.498999772826021,1495.0400000000373,1824,1455,361,0.088,487.899687,3307.64,540.88,"[48, 40]",roundrobin,30,27,1350,80,1,1a3ea95bfb8b20df5b16dfff40c7ee8de9016038,2023-09-14 07:06:50 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 06:49:59: Run 12', 'update run summary']",26784,True,continue
,13,1913-01-01T00:00:00,1914-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output013,29.434,,,Ryan Holmes,2023-09-14T09:56:06,95095160,0,[],normal,5660.48,1.5516666666666667,5664.35704109589,1.5527294520547945,0.009166666666666545,87037.8131340096,15.365876921693888,1495.0400000000373,1824,1455,361,0.089,493.088342,3304.33,544.43,"[48, 40]",roundrobin,30,27,1350,80,1,9a955d3b0fad078ae190a89217a7f707e44a649a,2023-09-14 08:39:24 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 08:23:08: Run 13', 'update run summary']",29016,True,continue
,14,1914-01-01T00:00:00,1915-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output014,29.444,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/restart014,1.46,Ryan Holmes,2023-09-14T11:29:59,95100585,0,[],normal,5666.56,1.5533333333333332,5670.441205479452,1.5543972602739724,0.011388888888888893,86914.74951180545,15.327687275518898,1505.2800000002608,1824,1455,361,0.092,514.508673,3297.91,567.4,"[48, 40]",roundrobin,30,27,1350,80,1,b7c1d5711d77bc823a179dfe8ff059bc62e9951a,2023-09-14 10:14:55 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 09:56:57: Run 14', 'update run summary']",31248,True,continue
,16,1916-01-01T00:00:00,1917-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output016,28.125,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart016,5.701,Ryan Holmes,2023-09-15T15:56:26,95189235,1,[95106079],normal,5681.76,1.5575,5670.117049180329,1.5543084016393445,26.883333333333333,4794.593688651879,0.8455898964810586,1505.2800000002608,1824,1455,361,0.091,511.738352,3333.31,565.59,"[48, 40]",roundrobin,30,27,1350,80,1,82a41c12f1b530820898e495f13c6c4e1a411713,2023-09-15 14:23:12 +1000,"config.yaml, manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv","['2023-09-14 11:32:44: Run 15', 'update run summary', 'update run summary', '2023-09-15 14:23:12: Run 16']",35712,True,continue
,17,1917-01-01T00:00:00,1918-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output017,28.125,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart017,5.701,Ryan Holmes,2023-09-15T17:30:43,95198365,0,[],normal,5656.43,1.5505555555555555,5660.304267123288,1.5516175799086758,0.02083333333333348,86391.29432561429,15.26265908131482,1505.2800000002608,1824,1455,361,0.09,503.562061,3305.64,557.41,"[48, 40]",roundrobin,30,27,1350,80,1,aaf3c96fb1275fb5fc6ca4b05327f9f6ecd8dafe,2023-09-15 15:57:26 +1000,manifests/restart.yaml,['2023-09-15 15:57:26: Run 17'],37944,True,continue
,18,1918-01-01T00:00:00,1919-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output018,28.126,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart018,5.702,Ryan Holmes,2023-09-15T19:05:16,95207424,0,[],normal,5679.73,1.5569444444444445,5683.620226027397,1.5580108447488585,0.018888888888888955,86502.49814912744,15.219612625242014,1495.0400000000373,1824,1455,361,0.093,523.257355,3325.37,576.92,"[48, 40]",roundrobin,30,27,1350,80,1,24f906dc541aa2be7856cfbe0c2c8bd5b37101cf,2023-09-15 17:31:59 +1000,manifests/restart.yaml,['2023-09-15 17:31:59: Run 18'],40176,True,continue
,19,1919-01-01T00:00:00,1920-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output019,28.13,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart019,5.713,Ryan Holmes,2023-09-15T20:39:36,95215586,0,[],normal,5654.4,1.55,5658.272876712328,1.5510616438356164,0.022222222222222143,86314.51590106006,15.25456933268515,1495.0400000000373,1824,1455,361,0.092,517.002988,3310.71,569.21,"[48, 40]",roundrobin,30,27,1350,80,1,af413a60a016fe3295e2318d9b96f993dd4b3b8f,2023-09-15 19:06:42 +1000,manifests/restart.yaml,['2023-09-15 19:06:42: Run 19'],42408,True,continue
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
Total,175,,,,6939.0,,,553.381,,35.634,,,1806701999,11,,,107849.07999999997,29.56388888888889,107860.87745744445,29.567122838535816,27.13111111111111,1479376.036372926,260.75674514370485,28549.11999999825,34656,27645,6859,1.721,9626.175048000001,62995.89,10641.710000000003,,,570,513,25650,1520,19,,,,,390600,18,
Mean,9.210526315789474,,,0.25,365.2105263157895,,,29.12531578947368,,5.090571428571429,,,95089578.89473684,0.5789473684210527,"[2112939.42105263 2113299.05263158 2159047.52631579 2159610.63157895
 2160057.05263158 2160524.05263158 2160913.         2161342.26315789
 2161696.73684211 2161992.63157895 5005583.10526316]",,5676.267368421051,1.5559941520467835,5676.888287233917,1.5561643599229378,1.507283950617284,82187.55757627367,14.486485841316936,1502.5852631578025,1824.0,1455.0,361.0,0.09057894736842105,506.64079200000003,3315.5731578947366,560.0899999999999,44.0,,30.0,27.0,1350.0,80.0,1.0,,,,,20557.894736842107,0.9473684210526315,
Median,9.0,,,0.0,365.0,,,29.412,,5.701,,,95076866.0,0.0,[],,5669.6,1.5541666666666667,5670.117049180329,1.5543084016393445,0.012222222222222134,86868.47088928336,15.259962021926004,1505.2800000002608,1824.0,1455.0,361.0,0.091,508.950108,3314.13,562.28,44.0,,30.0,27.0,1350.0,80.0,1.0,,,,,20088.0,1.0,
Min,0,1900-01-01T00:00:00,1901-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output000,28.125,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/restart000,1.46,Ryan Holmes,2023-09-13T13:32:15,95008233,0,[],normal,5627.04,1.5425,5619.550881147541,1.5404479735883425,0.007222222222222241,4794.593688651879,0.8455898964810586,1433.5999999996275,1824,1455,361,0.088,487.899687,3297.91,540.88,"[48, 40]",roundrobin,30,27,1350,80,1,140418a133179a4b618f24ef30af920b2aaca40c,2023-09-13 11:56:46 +1000,,"['2023-09-13 13:32:59: Run 1', 'update run summary']",0,False,continue
Max,19,1919-01-01T00:00:00,1920-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_ryf,/g/data/ik11/outputs/access-om2-025/025deg_jra55_ryf_era5comparison/output019,29.444,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_ryf/restart019,5.713,Ryan Holmes,2023-09-15T20:39:36,95215586,10,[95106079],normal,5736.48,1.5725,5740.409095890411,1.5735770547945205,26.883333333333333,87145.05131414268,15.498999772826021,1515.519999999553,1824,1455,361,0.093,523.257355,3352.84,577.04,"[48, 40]",roundrobin,30,27,1350,80,1,cdb54dcf62410e2b4213b4ce6ba5773ef3a8960f,2023-09-15 19:06:42 +1000,"manifests/restart.yaml, run_summary_home_561_rmh561_access-om2_025deg_jra55_ryf.csv",['2023-09-15 19:06:42: Run 19'],42408,True,initial
Std dev,5.772702982398426,,,0.4330127018922193,0.4076824574955176,,,0.5260175154809941,,1.4822452907804484,,,63972.21915216071,2.2317278996962306,,,32.01664400081306,0.008776387756119143,32.69814843609974,0.008963187187656792,6.154599210342471,18773.781370954224,3.309695965120636,18.149007619180374,0.0,0.0,0.0,0.0015666185332776032,9.975051219182397,14.42757996726793,10.275986826731424,4.0,,0.0,0.0,0.0,0.0,0.0,,,,,12884.673056713289,0.22329687826943603,
SU correlation,-0.3818710612142204,,,,-0.009473689633705379,,,0.039034754694490484,,,,,-0.2905370252933657,0.4475696790846149,,,1.0,0.99999999745868,0.9811045569570175,0.9811061704847371,,,,-0.20309935643685942,nan,nan,nan,0.3930106485054754,0.45699078919644476,0.4527693566262727,0.4800411736716513,,,nan,nan,nan,nan,nan,,,,,-0.3818710612142204,-0.44327735808786817,
SU slope,-2.1179384871155884,,,,-0.7439999999934506,,,2.375893972978746,,,,,-0.00014540718816942688,6.420889877641364,,,1.0000000000000024,3648.04345581987,0.9606560869663652,3504.526495962049,,,,-0.358287347070205,1.5559943444136657,1.9506073431000182,7.861866161247996,8031.87358916495,1.4667906046654482,1.004753072827741,1.4956526922744493,,,94.60445614035088,105.11606237816765,2.102321247563353,35.47667105263158,2838.133684210526,,,,,-0.000948897171646762,-63.55777777778325,
Dimensionless SU slope,-0.003436647166996956,,,,-0.047868892344325564,,,0.012190874346456656,,,,,-2.4358803759352674,0.0006548946792504398,,,1.0000000000000024,1.0000117886003004,0.9607611717691724,0.9607756078866266,,,,-0.09484353937917973,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.12816849663393404,0.13091982907291722,0.586887844133843,0.14757939717152832,,,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001,,,,,-0.0034366471669969307,-0.010607786362202614,
